         9752559 function calls (9703528 primitive calls) in 40.129 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_sliderdefaults.py:4(SliderdefaultsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\annotation\_arrowcolor.py:4(ArrowcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\annotation\_arrowwidth.py:4(ArrowwidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter3d\marker\colorbar\_outlinewidth.py:4(OutlinewidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\_dimensions.py:4(DimensionsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\cells\fill\_color.py:4(ColorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\header\fill\_color.py:4(ColorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\yaxis\_gridcolor.py:4(GridcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\yaxis\_showbackground.py:4(ShowbackgroundValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\zaxis\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\aaxis\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\title\_standoff.py:4(StandoffValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_zerolinewidth.py:4(ZerolinewidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_zerolinewidth.py:4(ZerolinewidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\domain\_x.py:4(XValidator)
        4    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\core\numeric.py:2403(_array_equal_dispatcher)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\_config\config.py:849(inner)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\apply.py:1042(result_index)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\groupby\groupby.py:745(_selected_obj)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\io\formats\format.py:685(_initialize_justify)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\groupby\grouper.py:805(<genexpr>)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\groupby\grouper.py:806(<genexpr>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\theeng\algorithms\samplers.py:5(__init__)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\joblib\parallel.py:904(_print)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\model_selection\_validation.py:347(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\express\_core.py:1020(_is_col_list)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\express\_core.py:1977(<listcomp>)
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:534(<listcomp>)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:1428(<lambda>)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:3950(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_colorway.py:4(ColorwayValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\_data.py:4(DataValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_layout.py:860(coloraxis)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_yaxis.py:2368(title)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_template.py:4(TemplateValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_anchor.py:4(AnchorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_annotations.py:4(AnnotationsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_domain.py:4(DomainValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_xaxis.py:2445(title)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\util\ref_dirs\reduction.py:39(ReductionBasedReferenceDirectionFactory)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\marker\_symbol.py:4(SymbolValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_marker.py:4(MarkerValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_violinmode.py:4(ViolinmodeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_smith.py:4(SmithValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_violingap.py:4(ViolingapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_modebar.py:4(ModebarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_scene.py:4(SceneValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_minreducedwidth.py:4(MinreducedwidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_activeshape.py:4(ActiveshapeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_boxgroupgap.py:4(BoxgroupgapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_sliders.py:4(SlidersValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_newshape.py:4(NewshapeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_hiddenlabelssrc.py:4(HiddenlabelssrcValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_selections.py:4(SelectionsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_showlegend.py:4(ShowlegendValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_waterfallmode.py:4(WaterfallmodeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_autotypenumbers.py:4(AutotypenumbersValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_spikedistance.py:4(SpikedistanceValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_violingroupgap.py:4(ViolingroupgapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_dragmode.py:4(DragmodeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_font.py:4(FontValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_computed.py:4(ComputedValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_bargroupgap.py:4(BargroupgapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_images.py:4(ImagesValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_separators.py:4(SeparatorsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\legend\_title.py:4(TitleValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_paper_bgcolor.py:4(Paper_BgcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_uirevision.py:4(UirevisionValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_extendsunburstcolors.py:4(ExtendsunburstcolorsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_funnelgroupgap.py:4(FunnelgroupgapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_scattermode.py:4(ScattermodeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_clickmode.py:4(ClickmodeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_piecolorway.py:4(PiecolorwayValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_updatemenus.py:4(UpdatemenusValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_polar.py:4(PolarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\_marker.py:4(MarkerValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\marker\_line.py:4(LineValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\marker\line\_color.py:4(ColorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\marker\line\_width.py:4(WidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\marker\_pattern.py:4(PatternValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_bar.py:4(BarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\_marker.py:4(MarkerValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\marker\_line.py:4(LineValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\marker\_pattern.py:4(PatternValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\marker\pattern\_solidity.py:4(SolidityValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_scatter.py:4(ScatterValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\_aaxis.py:4(AaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\title\_text.py:4(TextValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\aaxis\_minorgridcolor.py:4(MinorgridcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\baxis\_endlinecolor.py:4(EndlinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_choropleth.py:4(ChoroplethValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_orientation.py:4(OrientationValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_xaxis.py:4(XaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_x.py:4(XValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_y.py:4(YValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_hovertemplate.py:4(HovertemplateValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_legendgroup.py:4(LegendgroupValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_showlegend.py:4(ShowlegendValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\choropleth\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contourcarpet\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contourcarpet\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contour\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contour\colorbar\_outlinewidth.py:4(OutlinewidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_name.py:4(NameValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmapgl\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmapgl\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmapgl\_colorscale.py:4(ColorscaleValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2dcontour\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2dcontour\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\webbrowser.py:294(Netscape)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_histogram2d.py:4(Histogram2DValidator)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\webbrowser.py:284(Mozilla)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2d\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_histogram.py:4(HistogramValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\_domain.py:4(DomainValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram\_marker.py:4(MarkerValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\mesh3d\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\mesh3d\colorbar\_outlinewidth.py:4(OutlinewidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_metasrc.py:4(MetasrcValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_meta.py:4(MetaValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_selectdirection.py:4(SelectdirectionValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_extendfunnelareacolors.py:4(ExtendfunnelareacolorsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_waterfallgap.py:4(WaterfallgapValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_calendar.py:4(CalendarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_hiddenlabels.py:4(HiddenlabelsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_extendpiecolors.py:4(ExtendpiecolorsValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_transition.py:4(TransitionValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\mesh3d\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\_line.py:4(LineValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\line\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter3d\_line.py:4(LineValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter3d\marker\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattercarpet\marker\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_scattergeo.py:4(ScattergeoValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattergeo\_marker.py:4(MarkerValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattergeo\marker\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattergeo\marker\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattergl\marker\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattermapbox\_marker.py:4(MarkerValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolargl\_marker.py:4(MarkerValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolargl\marker\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_scatterpolar.py:4(ScatterpolarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolar\_marker.py:4(MarkerValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolar\marker\colorbar\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_fillpattern.py:4(FillpatternValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\fillpattern\_size.py:4(SizeValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\fillpattern\_solidity.py:4(SolidityValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\surface\_colorbar.py:4(ColorbarValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\surface\_colorscale.py:4(ColorscaleValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\cells\line\_color.py:4(ColorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\header\_fill.py:4(FillValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\header\_line.py:4(LineValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\header\line\_color.py:4(ColorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_coloraxis.py:4(ColoraxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\colorscale\_diverging.py:4(DivergingValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\geo\_bgcolor.py:4(BgcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\geo\_lakecolor.py:4(LakecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\geo\_subunitcolor.py:4(SubunitcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\polar\angularaxis\_gridcolor.py:4(GridcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\polar\angularaxis\_linecolor.py:4(LinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\polar\angularaxis\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\polar\_radialaxis.py:4(RadialaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\_xaxis.py:4(XaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\xaxis\_backgroundcolor.py:4(BackgroundcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\xaxis\_gridwidth.py:4(GridwidthValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\xaxis\_showbackground.py:4(ShowbackgroundValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\xaxis\_zerolinecolor.py:4(ZerolinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\_yaxis.py:4(YaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\yaxis\_zerolinecolor.py:4(ZerolinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\_zaxis.py:4(ZaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\zaxis\_backgroundcolor.py:4(BackgroundcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\zaxis\_linecolor.py:4(LinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\shape\_line.py:4(LineValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\aaxis\_linecolor.py:4(LinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\baxis\_gridcolor.py:4(GridcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\baxis\_ticks.py:4(TicksValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\_caxis.py:4(CaxisValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_automargin.py:4(AutomarginValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_zerolinecolor.py:4(ZerolinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_automargin.py:4(AutomarginValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_gridcolor.py:4(GridcolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_linecolor.py:4(LinecolorValidator)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_title.py:4(TitleValidator)
